"code","task","closeness","degree","score","type","age","Gender","Ethnicity","education","languages","Language","first.language","Disorders","Device","Distraction","Honesty"
"2348",1,"trial","trial",3,"strict",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2348",1,"high","high",4,"strict",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2348",1,"high","high",4,"strict",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2348",1,"low","low",4,"lenient",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2348",1,"low","low",4,"lenient",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2348",1,"trial","trial",3,"lenient",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2348",1,"trial","trial",3,"lenient",19,"female","Chinese","jc",2,"Mandarin","no","no","computer","no","no"
"2373",1,"high","low",6,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","low",6,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"trial","trial",5,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"trial","trial",5,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","high",7,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","high",7,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","low",2,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","low",2,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","high",6,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","high",6,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"trial","trial",5,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"trial","trial",5,"lenient",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","high",6,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","high",6,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","low",1,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"low","low",1,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","high",6,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","high",6,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","low",6,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2373",1,"high","low",6,"strict",19,"female","Chinese","jc",2,"Chinese","no","no","computer","not significant","no"
"2500",1,"high","high",5,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","high",5,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"trial","trial",4,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"trial","trial",4,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","low",4,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","low",4,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","low",4,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","low",4,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","high",3,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","high",3,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"trial","trial",4,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"trial","trial",4,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","low",5,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","low",5,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","high",3,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"low","high",3,"strict",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","high",5,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","high",5,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","low",5,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2500",1,"high","low",5,"lenient",18,"female","Indian","jc",2,"Hindi","yes","no","computer","no","no"
"2727",1,"high","low",6,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","low",6,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"trial","trial",3,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"trial","trial",3,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","low",4,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","low",4,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","high",6,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","high",6,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","high",6,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","high",6,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","high",5,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","high",5,"strict",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","low",6,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","low",6,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","low",4,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"low","low",4,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","high",5,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"high","high",5,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"trial","trial",3,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2727",1,"trial","trial",3,"lenient",19,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"2737",1,"low","high",6,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","high",6,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","low",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","low",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"trial","trial",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"trial","trial",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","high",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","high",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","high",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","high",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"trial","trial",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"trial","trial",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","low",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","low",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","high",6,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","high",6,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","low",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"low","low",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","low",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"2737",1,"high","low",5,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3000",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","high",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","low",8,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","low",8,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","high",10,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"low","high",10,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","high",10,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","high",10,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","low",8,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3000",2,"high","low",8,"strict",20,"female","Chinese","jc",2,"Chinese","yes","no","computer",",,","yes"
"3003",2,"low","low",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","low",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"trial","trial",3,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"trial","trial",3,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","low",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","low",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","low",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","low",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","high",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","high",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","high",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"low","high",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","high",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","high",10,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","high",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","high",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","low",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"high","low",10,"lenient",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"trial","trial",3,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3003",2,"trial","trial",3,"strict",22,"female","Chinese","jc",2,"CHINESE","yes","no","computer",",,","yes"
"3015",1,"low","high",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","high",5,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","high",8,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","high",8,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","low",4,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","low",4,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"trial","trial",4,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"trial","trial",4,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","low",3,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","low",3,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","low",3,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","low",3,"strict",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","low",4,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","low",4,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","high",6,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"low","high",6,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","high",8,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"high","high",8,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"trial","trial",4,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3015",1,"trial","trial",4,"lenient",19,"female","Chinese","jc",2,"Mandarin","yes","no","computer","no","no"
"3098",1,"trial","trial",5,"strict",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"low","high",6,"strict",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"low","low",7,"strict",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"trial","trial",5,"lenient",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"high","high",5,"lenient",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"high","low",5,"strict",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"high","low",5,"lenient",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"high","high",5,"strict",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"low","low",7,"lenient",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3098",1,"low","high",6,"lenient",22,"female","Chinese","bachelor",2,"Chinese","no","no","computer","no","no"
"3112",1,"low","high",3,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","high",3,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","low",2,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","low",2,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","low",2,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","low",2,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","low",2,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","low",2,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"trial","trial",3,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"trial","trial",3,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"trial","trial",3,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"trial","trial",3,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","high",2,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","high",2,"lenient",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","low",1,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","low",1,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","high",2,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"low","high",2,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","high",2,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3112",1,"high","high",2,"strict",21,"male","Chinese","jc",2,"Mandarin","yes","prefer not","computer","not significant","no"
"3133",2,"high","low",10,"strict",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"high","high",8,"strict",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"trial","trial",2,"strict",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"low","high",9,"strict",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"trial","trial",2,"lenient",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"low","low",10,"lenient",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"high","high",10,"lenient",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"high","low",10,"lenient",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"low","low",10,"strict",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3133",2,"low","high",10,"lenient",22,"male","Malay","jc",2,"Malay","yes","no","computer",",,","yes"
"3215",2,"low","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","high",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","high",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","low",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","low",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","low",9,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","low",10,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"high","high",10,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"trial","trial",3,"strict",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"trial","trial",3,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","high",9,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3215",2,"low","high",9,"lenient",20,"female","Chinese","jc",2,"Mandarin","yes","no","computer",",,","yes"
"3232",1,"trial","trial",4,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"trial","trial",4,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","high",9,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","high",9,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","low",6,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","low",6,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","low",4,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","low",4,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","high",6,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","high",6,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","high",6,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","high",6,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","low",6,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"low","low",6,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","high",9,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","high",9,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","low",4,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"high","low",4,"strict",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"trial","trial",4,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3232",1,"trial","trial",4,"lenient",22,"male","Others","jc",2,"Chinese","yes","no","computer",",,","yes"
"3245",1,"high","high",3,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","high",3,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"trial","trial",4,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"trial","trial",4,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","low",1,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","low",1,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","high",3,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","high",3,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","low",1,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","low",1,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","low",3,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","low",3,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","high",3,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","high",3,"lenient",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","low",3,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"high","low",3,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"trial","trial",4,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"trial","trial",4,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","high",3,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3245",1,"low","high",3,"strict",22,"female","Chinese","jc",3,"mandarin, teochew","yes","no","computer","no","no"
"3294",2,"high","low",9,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"high","low",9,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"high","high",9,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"high","high",9,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"trial","trial",2,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"trial","trial",2,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"low","high",9,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"low","high",9,"strict",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"trial","trial",3,"lenient",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"trial","trial",3,"lenient",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"low","low",10,"lenient",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
"3294",2,"low","low",10,"lenient",19,"female","Indian","jc",4,"3 indian languages","yes","no","computer",",,","yes"
